‰„«œ;‰«„; ⁄œ«œ;ÕÃ„;«—“‘;œ?—Ê“;«Ê·?‰;¬Œ—?‰ „⁄«„·Â - „ﬁœ«—;¬Œ—?‰ „⁄«„·Â -  €??—;¬Œ—?‰ „⁄«„·Â - œ—’œ;ﬁ?„  Å«?«‰? - „ﬁœ«—;ﬁ?„  Å«?«‰? -  €??—;ﬁ?„  Å«?«‰? - œ—’œ;ò„ —?‰;»?‘ —?‰;EPS;P/E;Œ—?œ -  ⁄œ«œ;Œ—?œ - ÕÃ„;Œ—?œ - ﬁ?„ ;›—Ê‘ - ﬁ?„ ;›—Ê‘ - ÕÃ„;›—Ê‘ -  ⁄œ«œ
«Ã«œ22;«Ã«—Â œÊ· Ì ¬Å—Ê—‘-·Ê Ê”991118;0;0;0;1000002;0;1000002;0;0;1000002;0;0;0;0;;;1;18;1000002;1050000;8;1
’„”ﬂ‰912;’ œÌ‰ „”ﬂ‰ Ã‰Ê»-„«Â«‰Â16œ—’œ;3;221;48084517;219147;217577;217577;-1,570.00;-0.72;217577;-1,570.00;-0.72;217577;217577;;;1;479;217577;219752;2000;2
œ«‰«;»Ì„Â œ«‰«;1197;13597951;1.61816E+11;11340;11900;11900;560.00;4.94;11900;560.00;4.94;11900;11900;104;114.42;1335;21439978;11900;11900;80589;12
€‰Ê‘;‰Ê‘ù „«“‰œ—«‰ù;3497;4298893;4.45645E+11;98740;103670;103670;4,930.00;4.99;103660;4,920.00;4.98;102500;103670;349;297.02;292;393661;103670;103670;374;5
›·Ê·Â;·Ê·ÂùÊ„«‘Ì‰ù”«“Ìù«Ì—«‰ù;1035;1867263;73626180090;37560;39430;39430;1,870.00;4.98;39430;1,870.00;4.98;39430;39430;225;175.24;740;2734037;39430;39430;4756;9
¬ê«”2;’‰œÊﬁ ”.Â” Ì »Œ‘ ¬ê«Â-”;5;1200000;1200000;293347;1;1;-293,346.00;-100.00;1;-293,346.00;-100.00;1;1;;;0;0;0;0;0;0
”·«„ 5;„—«»ÕÂ œÊ· Ì  ⁄«Ê‰-‰ÊÌ‰991118;0;0;0;993100;0;992880;-220.00;-0.02;993100;0;0;0;0;;;1;200;975000;0;0;0
‘»—Ì“;Å«·«Ì‘ ‰›   »—Ì“;19837;25946993;1.43215E+12;57970;55080;55080;-2,890.00;-4.99;55200;-2,770.00;-4.78;55080;56760;862;64.04;115;53146;55080;55080;7514324;1946
’ŒÊœ1412;’ „—«»ÕÂ ŒÊœ—Ê1412- 3„«ÂÂ 18%;3;29;29335950;1006374;1005000;1005000;-1,374.00;-0.14;1011584;5,210.00;0.52;1005000;1015050;;;1;850;1005000;1015050;952;1
÷”Å«8016;«Œ Ì«—Œ Œ”«Å«-2000-1399/08/26;1;4;13200000;3900;3300;3300;-600.00;-15.38;3300;-600.00;-15.38;3300;3300;;;1;1;3300;4150;8;1
÷ÅÌﬂ7032;«Œ Ì«—Œ  «ÅÌﬂÊ-20000-99/07/20;0;0;0;7000;0;7000;0;0;7000;0;0;0;0;;;1;5;6000;9000;29;1
«Ã«œ3;«Ã«—Â œÊ· -Ê«Ãœ‘—«Ìÿ Œ«’991118;0;0;0;803000;0;803000;0;0;803000;0;0;0;0;;;1;100000;843150;0;0;0
÷»œ—8069;«Œ Ì«—Œ ‘»‰œ—-55580-1399/08/18;2;13;173500000;16871;14500;13000;-3,871.00;-22.94;13346;-3,525.00;-20.89;13000;14500;;;2;13;10001;18000;1;1
œ⁄»Ìœ;·«»—« Ê«—œ«—Ê”«“Ìù  œﬂ —⁄»ÌœÌù;3368;3241837;1.49101E+11;47460;48780;45100;-2,360.00;-4.97;45990;-1,470.00;-3.10;45090;48780;665;69.16;25;11859;45100;45100;8275;17
‰‘«—;ﬂ«—Œ«‰Ã«  Å‘„»«›Ì «›‘«— Ì“œ;0;0;0;924;0;924;0;0;924;0;0;0;0;28063;0.03;9;193050;970;0;0;0
œÊ„Ì‰Ê4;«Ã«—Â œÊ„Ì‰Ê14040208;2;33;33000000;1015000;1000000;1000000;-15,000.00;-1.48;1000000;-15,000.00;-1.48;1000000;1000000;;;1;2467;1000000;1020000;948;1
‘”Å«;‰›  ”Å«Â«‰;1659;5143377;1.95551E+11;36210;38020;38020;1,810.00;5.00;38020;1,810.00;5.00;38020;38020;1443;26.35;2248;16691032;38020;38020;27635;35
‘Ã„;’‰«Ì⁄ Å —Ê‘Ì„Ì  Œ  Ã„‘Ìœ;325;1432022;17598118358;11932;12289;12289;357.00;2.99;12129;197.00;1.65;12289;12289;233;52.06;779;61215962;12289;12289;260;1
÷ŒÊœ7070;«Œ Ì«—Œ ŒÊœ—Ê-9000-1399/07/09;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;100;1;2221;1;1
ﬂ«–—;›—¬Ê—œÂùÂ«Ìù‰”Ê“¬–—;3565;6955567;3.56247E+11;50030;52000;52530;2,500.00;5.00;51220;1,190.00;2.38;48500;52530;1271;40.3;136;430146;52530;52530;15551;11
›»Ì—«;»” Âù »‰œÌù «Ì—«‰ù;4590;47246352;3.52669E+11;7420;7580;7642;222.00;2.99;7464;44.00;0.59;7198;7642;3;2488;43;822043;7642;7642;13778;10
«›ﬁ;›—Ê‘ê«ÂÂ«Ì “‰ÃÌ—Â «Ì «›ﬁ ﬂÊ—Ê‘;4620;4367976;3.22162E+11;71980;70700;75570;3,590.00;4.99;73760;1,780.00;2.47;69500;75570;3043;24.24;38;38934;75570;75570;9885;14
«Ã«œ26;«Ã«—Â œÊ· Ì ¬Å—Ê—‘-«„Ìœ991118;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;1;1500;1000000;0;0;0
÷€œ—8041;«Œ Ì«—Œ Ê€œÌ—-14000-1399/08/26;0;0;0;7000;0;9000;2,000.00;28.57;7000;0;0;0;0;;;1;1;5000;13000;89;3
ﬂ›—¬Ê—;›—¬Ê—œÂ Â«Ì ”Ì„«‰ ‘—ﬁ;713;2543716;39638886887;16015;15710;15600;-415.00;-2.59;15583;-432.00;-2.70;15535;15982;30;519.43;1;500;15700;15700;3416;3
«‰—éÌ3;”«Ì—«‘Œ«’ »Ê—” «‰—éÌ;363;234386;1.04581E+11;424950;446190;446190;21,240.00;5.00;445690;20,740.00;4.88;446190;446190;697;639.44;2591;572168;446190;446190;8256;22
ÃÂ—„;Å —Ê‘Ì„Ì ÃÂ—„;384;2186826;8602973484;4055;3934;3934;-121.00;-2.98;3996;-59.00;-1.45;3934;3934;9;444;15;58300;3934;3934;19978538;1107
ﬂÌ”Ê‰;‘—ﬂ  ﬂÌ”Ê‰;3014;10694239;3.06866E+11;27890;28410;28726;836.00;3.00;28694;804.00;2.88;28100;28726;85;337.58;295;2323464;28726;28726;5812;10
 «ÅﬂÌ‘; Ã«—  «·ﬂ —Ê‰Ìﬂ Å«—”Ì«‰ ﬂÌ‘;3975;4829021;2.94679E+11;58205;61115;60900;2,695.00;4.63;61022;2,817.00;4.84;58200;61115;1007;60.6;32;19280;60900;60900;23839;6
÷‘‰«7058;«Œ Ì«—Œ ‘Å‰«-8100-1399/07/28;1;1;41000000;38000;41000;41000;3,000.00;7.89;41000;3,000.00;7.89;41000;41000;;;1;20;31100;42200;1;1
œ«„Ì‰;œ«—Ê”«“Ìù «„Ì‰ù;2628;5219261;1.19454E+11;22440;22300;22800;360.00;1.60;22890;450.00;2.01;22300;23400;1018;22.49;17;10236;22800;22800;5718;9
Œ·Ì»·;„«·Ì»· ”«ÌÅ«;0;0;0;238;0;238;0;0;238;0;0;0;0;-118;-2.02;3;83700;249;0;0;0
Œ Ê—;—«œÌ« Ê— «Ì—«‰ù;1692;1508336;78221234470;54570;51860;51850;-2,720.00;-4.98;51860;-2,710.00;-4.97;51850;53560;189;274.39;5;1050;51850;51850;501397;477
”·«„ 2;„—«»ÕÂ œÊ·   ⁄«Ê‰-ﬂ«—œ«‰991118;0;0;0;1010000;0;1010000;0;0;1010000;0;0;0;0;;;1;600;980392;0;0;0
 Â—«‰412;„‘«—ﬂ  ‘  Â—«‰412-3„«ÂÂ18%;0;0;0;916000;0;916000;0;0;916000;0;0;0;0;;;1;9300;915000;0;0;0
ﬂ„‰ê‰“;„⁄«œ‰ù„‰ê‰“«Ì—«‰ù;840;842435;77631678390;88910;93300;93350;4,440.00;4.99;92150;3,240.00;3.64;90000;93350;3077;29.95;94;74872;93350;93350;4180;3
ﬂ„—Ã«‰;»«“—ê«‰Ì Ê  Ê·ÌœÌ „—Ã«‰ ﬂ«—;973;1288776;65031813877;53102;50447;50447;-2,655.00;-5.00;50460;-2,642.00;-4.98;50447;51470;667;75.65;9;21516;50447;50447;48966;26
“⁄›9908Å15;“⁄›—«‰9908ÅÊ‘«·„⁄„Ê· ÿ·«”—Œ(Å);76;8368;562584224;62455;62201;64195;1,740.00;2.79;67230;4,775.00;7.65;62201;68300;;;1;31;64195;67000;1653;1
 „·Ì805; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-„—œ«œ98;0;0;0;163000;0;163000;0;0;163000;0;0;0;0;;;0;0;0;154850;14;1
ﬂ—„«‰;”.  Ê”⁄Â Ê ⁄„—«‰ «” «‰ ﬂ—„«‰;10056;19222138;2.70744E+12;134212;140922;140922;6,710.00;5.00;140850;6,638.00;4.95;134230;140922;352;400.14;695;842691;140922;140922;104572;19
÷’«œ8014;«Œ Ì«—Œ Ê»’«œ—-3200-1399/08/11;5;64;103800000;2090;1650;1650;-440.00;-21.05;1622;-468.00;-22.39;1600;1650;;;1;5;1554;2350;15;1
÷ê·8061;«Œ Ì«—Œ ﬂê·-17100-1399/08/21;1;5;49900000;9980;9980;9980;0;0;9980;0;0;9980;9980;;;0;0;0;9975;9;1
÷Å«—8050;«Œ Ì«—Œ ŒÅ«—”-30000-1399/08/18;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;100;111;0;0;0
¬”Ì«;»Ì„Â ¬”Ì«;1157;4730071;2.06704E+11;41620;43700;43700;2,080.00;5.00;43700;2,080.00;5.00;43700;43700;805;54.29;1396;4129613;43700;43700;14279;15
€‘ÊﬂÊ;‘ÊﬂÊ Å«—”;187;203374;8931644570;50350;45010;43660;-6,690.00;-13.29;47015;-3,335.00;-6.62;43660;45010;322;146.01;26;36251;43660;43660;63861;73
÷„·Ì8062;«Œ Ì«—Œ ›„·Ì -9750-1399/08/06;0;0;0;30800;0;30800;0;0;30800;0;0;0;0;;;1;20;10800;29500;11;2
÷‘‰«7060;«Œ Ì«—Œ ‘Å‰«-9100-1399/07/28;1;1;40000000;34975;40000;40000;5,025.00;14.37;40000;5,025.00;14.37;40000;40000;;;1;20;30500;40000;15;1
«—Ê‰œ02;„‰›⁄  ’»« «—Ê‰œ «„Ì‰14001113;0;0;0;945000;0;945000;0;0;945000;0;0;0;0;;;1;3;910000;0;0;0
 «»«; «»«‰ ‰Ì—Ê ”Å«Â«‰;868;1291430;45986216788;35232;36278;34400;-832.00;-2.36;35609;377.00;1.07;34193;36288;115;309.64;2;6000;34400;34400;6373;4
‘ —«‰;Å«·«Ì‘ ‰›   Â—«‰;88078;135666228;6.60938E+12;49850;48000;47360;-2,490.00;-4.99;48720;-1,130.00;-2.27;47360;52340;592;82.3;920;471535;47360;47360;98352114;5671
»Å«”;»Ì„Â Å«”«—ê«œ;2035;1767052;1.301E+11;71200;74740;73890;2,690.00;3.78;73625;2,425.00;3.41;69000;74740;2014;36.56;15;4638;73900;73900;2666;10
 ”Â9809;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ ¬–—98;143;1151;753598821;684186;649977;649977;-34,209.00;-5.00;654734;-29,452.00;-4.30;649977;718000;;;0;0;0;718000;14;1
„ÌœﬂÊÕ;Õ.Â·œÌ‰ê ’‰«Ì⁄ „⁄œ‰ Œ«Ê—„Ì«‰Â;415;810843;16618988718;19868;20800;20000;132.00;0.66;20496;628.00;3.16;19973;20861;;;1;1253;20015;20015;1394;3
÷Å‰«7040;«Œ Ì«—Œ —„Å‰«-40000-1399/07/13;0;0;0;20000;0;20000;0;0;20000;0;0;0;0;;;1;1;6900;0;0;0
”€—»;”Ì„«‰ù€—»ù;1501;2096545;52975735110;25730;24520;25310;-420.00;-1.63;25270;-460.00;-1.79;24500;25800;1165;21.69;8;4079;25300;25300;37174;9
Ê«„Ìœ;ê—ÊÂ „œÌ—Ì  ”—„«ÌÂ ê–«—Ì «„Ìœ;3860;10404669;5.00764E+11;47570;48000;47550;-20.00;-0.04;48130;560.00;1.18;45900;49740;807;59.64;11;9098;47300;47300;16910;10
÷„·Ì8066;«Œ Ì«—Œ ›„·Ì -13750-1399/08/06;0;0;0;7300;0;7300;0;0;7300;0;0;0;0;;;1;1;7300;0;0;0
÷ —«8036;«Œ Ì«—Œ ‘ —«‰-19830-1399/08/11;0;0;0;34000;0;34000;0;0;34000;0;0;0;0;;;0;0;0;33000;5;1
’ŒÊœ412;’ „—«»ÕÂ ŒÊœ—Ê412- 3„«ÂÂ 18%;8;369;360753788;971655;975000;999999;28,344.00;2.92;977653;5,998.00;0.62;975000;999999;;;1;10;999999;999999;5;1
œﬂÅ”Ê·; Ê·Ìœ é·« Ì‰ ﬂÅ”Ê· «Ì—«‰;1138;1397887;66046713070;47803;46650;46500;-1,303.00;-2.73;47248;-555.00;-1.16;46030;49400;1405;33.63;3;1699;46500;46500;6444;8
„»Ì‰011;«Ã«—Â «⁄ „«œ „»Ì‰ ·Ê Ê”010710;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;1;3125;990000;0;0;0
÷„·Ì8076;«Œ Ì«—Œ ›„·Ì -27750-1399/08/06;3;20;248000000;12520;12400;12400;-120.00;-0.96;12400;-120.00;-0.96;12400;12400;;;0;0;0;15000;17;1
 ”Â9810;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ œÌ98;253;3801;2512131768;691278;690000;656715;-34,563.00;-5.00;660913;-30,365.00;-4.39;656715;690000;;;0;0;0;656715;146;3
÷”«‰7064;«Œ Ì«—Œ Å«—”«‰-30000-99/07/15;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;100;1;0;0;0
«›—«;«›—«‰ ;1188;7956151;5.72653E+11;68702;72137;72137;3,435.00;5.00;71976;3,274.00;4.77;69000;72137;699;102.97;239;4470841;72137;0;0;0
€„«—ê;„«—ê«—Ì‰ù;9858;19090626;1.15946E+12;59950;62940;57690;-2,260.00;-3.77;60730;780.00;1.30;56970;62940;751;80.87;23;5697;57500;57500;9741;20
÷‘‰«7066;«Œ Ì«—Œ ‘Å‰«-14600-1399/07/28;0;0;0;38000;0;38000;0;0;38000;0;0;0;0;;;0;0;0;50000;4;1
“⁄›9908Å06;“⁄›—«‰ 9908ÅÊ‘«·„⁄„Ê· “—Ì‰(Å);25;5599;357683020;66531;67990;65000;-1,531.00;-2.30;63883;-2,648.00;-3.98;62572;67990;;;1;100;64395;66000;1000;1
çﬂ«—‰;ﬂ«— ‰ù «Ì—«‰ù;4827;19217474;1.7226E+11;9390;9290;8930;-460.00;-4.90;8960;-430.00;-4.58;8930;9290;4;2240;26;50067;8930;8930;8815644;1192
 »—ﬂ;ê—ÊÂ ﬂ«—Œ«‰Ã«  ’‰⁄ Ì  »—ﬂ;11712;18018369;8.22031E+11;42967;47000;44650;1,683.00;3.92;45622;2,655.00;6.18;44650;49350;399;114.34;236;114988;44650;44650;509603;358
ﬂÌ«‰;’‰œÊﬁ ”. »« œ—¬„œ À«»  ﬂÌ«‰;181;2372540;57904369890;24410;24400;24440;30.00;0.12;24410;0;0;24380;24440;;;2;12122;24430;24440;4454;3
 ’„Ì„;’‰œÊﬁ ” »« œ—¬„œ À«»   ’„Ì„;283;3814380;56588399150;14880;14890;14900;20.00;0.13;14840;-40.00;-0.27;14500;14900;;;1;370;14900;14900;780097;18
„«—Ê‰;Å —Ê‘Ì„Ì „«—Ê‰;400;1909240;3.21136E+11;160192;168201;168201;8,009.00;5.00;168201;8,009.00;5.00;168201;168201;5896;28.53;979;1729618;168201;168201;46;2
÷”«‰7074;«Œ Ì«—Œ Å«—”«‰-60000-99/07/15;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;10;10;0;0;0
Ê«Õ’«;«ÕÌ«¡ ’‰«Ì⁄ Œ—«”«‰;732;1104447;24345708220;22383;23054;22100;-283.00;-1.26;22043;-340.00;-1.52;21712;23054;986;22.36;5;39938;22100;22100;3377;5
Ê«—”;”—„«ÌÂ ê–«—Ì «—” ’»«;1097;797886;1.55179E+11;191105;196838;193580;2,475.00;1.30;194487;3,382.00;1.77;188001;196838;4706;41.33;6;417;193500;193500;944;4
÷ê·8067;«Œ Ì«—Œ ﬂê·-26000-1399/08/21;4;22;121000000;6961;5500;5500;-1,461.00;-20.99;5500;-1,461.00;-20.99;5500;5500;;;1;10;4001;8980;1;1
’„⁄«œ212;’ﬂÊﬂ «Ã«—Â „⁄«œ‰212-6„«ÂÂ21%;2;18000;18000594000;1000002;1000033;1000033;31.00;0;1000033;31.00;0;1000033;1000033;;;2;200;1000033;0;0;0
 „·Ì702; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-«—œÌ»Â‘ 97;0;0;0;253346;0;253346;0;0;253346;0;0;0;0;;;0;0;0;253346;1;1
⁄ﬂ«ÊÂ2;«Ê—«ﬁ ”·› ‘„‘ ›Ê·«œ ﬂ«ÊÂ ﬂÌ‘;0;0;0;3965330;0;3965330;0;0;3965330;0;0;0;0;;;2;10003;3889263;3967048;10000;1
›”—»;„·Ìù ”—»ùÊ—ÊÌù «Ì—«‰ù;2613;1467735;2.57589E+11;173910;172010;177900;3,990.00;2.29;175500;1,590.00;0.91;165220;182490;500;351;8;4290;180000;180000;863;12
» ﬂ;ﬂ«—Œ«‰Ã«  ﬂ«»· ”«“Ìù  ﬂù;8;1921;66966060;33520;34860;34860;1,340.00;4.00;33529;9.00;0.03;34860;34860;103;325.52;38;23488;34860;0;0;0
›—Ê”;›—Ê”Ì·Ì”ù «Ì—«‰ù;577;844067;33484137890;37790;39670;39670;1,880.00;4.97;38880;1,090.00;2.88;39670;39670;960;40.5;1367;6207438;39670;39670;69157;10
“»Ì‰«;ﬂ‘«Ê—“Ì Ê œ«„Å—Ê—Ì »Ì‰«·Êœ;396;879719;68636556099;74306;78021;78021;3,715.00;5.00;78021;3,715.00;5.00;78021;78021;814;95.85;1749;5278217;78021;78021;778;3
÷ —«8018;«Œ Ì«—Œ ‘ —«‰-5830-1399/08/11;0;0;0;39898;0;40000;102.00;0.26;39898;0;0;0;0;;;1;5;4000;46000;1;1
Ê Ê‘Â;”—„«ÌÂù ê–«—Ìù Å«—”ù  Ê‘Âù;1693;5408349;1.97578E+11;38310;38500;36400;-1,910.00;-4.99;36530;-1,780.00;-4.65;36400;38500;1043;35.02;10;54098;36400;36400;16619;6
÷„·Ì8067;«Œ Ì«—Œ ›„·Ì -14750-1399/08/06;3;4;86500000;22500;22000;21500;-1,000.00;-4.44;21625;-875.00;-3.89;21000;22000;;;0;0;0;21500;4;1
«—Ê‰œ07;„‰›⁄  ’»« «—Ê‰œ ‰ÊÌ‰ 14001113;0;0;0;965232;0;962000;-3,232.00;-0.33;965232;0;0;0;0;;;1;625;961000;0;0;0
’ê·1411;’ «Ã«—Â ê· êÂ— 1411-3 „«ÂÂ 17%;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;1;400;1000000;0;0;0
¬—Ì«;Å·Ì„— ¬—Ì« ”«”Ê·;13370;441623;68857416537;148495;155919;155919;7,424.00;5.00;153006;4,511.00;3.04;155919;155919;9261;16.52;9999;29370211;155919;0;0;0
÷€œ—8035;«Œ Ì«—Œ Ê€œÌ—-9000-1399/08/26;0;0;0;14833;0;15000;167.00;1.13;14833;0;0;0;0;;;1;4;9880;0;0;0
÷ÅÌﬂ7036;«Œ Ì«—Œ  «ÅÌﬂÊ-28000-99/07/20;5;500;1900000000;3200;3800;3800;600.00;18.75;3800;600.00;18.75;3800;3800;;;1;1;2000;7200;100;1
›‰ ¬Ê«;ê—ÊÂ ›‰ ¬Ê«;160;5609743;84140206113;14705;14999;14999;294.00;2.00;14999;294.00;2.00;14930;14999;260;57.69;129;8998843;14999;14999;1500;1
¬Å;¬”«‰ Å—œ«Œ  Å—‘Ì‰;4112;13297372;4.86682E+11;35380;35700;37140;1,760.00;4.97;36600;1,220.00;3.45;34700;37140;1016;36.02;191;869327;37140;37140;39786;22
÷›«—8028;«Œ Ì«—Œ ›«—”-14000-1399/08/06;0;0;0;20000;0;20000;0;0;20000;0;0;0;0;;;0;0;0;25900;2;1
÷€œ—8034;«Œ Ì«—Œ Ê€œÌ—-8500-1399/08/26;0;0;0;14500;0;14500;0;0;14500;0;0;0;0;;;0;0;0;17763;50;1
’ŒÊœ1404;’ﬂÊﬂ —Â‰Ì ŒÊœ—Ê1404- 3„«ÂÂ 16%;0;0;0;907000;0;907000;0;0;907000;0;0;0;0;;;1;2380;905000;0;0;0
÷ŒÊœ7039;«Œ Ì«—Œ ŒÊœ—Ê-1500-1399/07/09;5;113;519841000;5500;4700;4599;-901.00;-16.38;4600;-900.00;-16.36;4599;4603;;;1;1;5050;5050;6;1
÷Å‰«7038;«Œ Ì«—Œ —„Å‰«-36000-1399/07/13;0;0;0;26229;0;26000;-229.00;-0.87;26229;0;0;0;0;;;1;1;12222;22000;10;2
·”—„«;”—„« ¬›—Ì‰ù;1315;3999241;1.33251E+11;32880;31350;34520;1,640.00;4.99;33320;440.00;1.34;31350;34520;931;35.79;98;573573;34520;34520;7428;10
”ŒÊ«›;”Ì„«‰ „Ãœ ŒÊ«›;292;1508452;25931798332;16373;17191;17191;818.00;5.00;17191;818.00;5.00;17191;17191;-38;-452.39;455;2026382;17191;17191;19645;6
«Œ“«713;«”‰«œŒ“«‰Â-„13»ÊœÃÂ97-000518;8;31500;26523501200;836322;843000;836000;-322.00;-0.04;842016;5,694.00;0.68;836000;844000;;;1;100;836176;844000;98;1
·Œ«‰Â;·Ê«“„ù Œ«‰êÌù Å«—”ù;1195;1226164;65205897022;54150;55774;52526;-1,624.00;-3.00;53179;-971.00;-1.79;52526;55774;684;77.75;1;200;42694;52526;9954;6
÷Å«—8045;«Œ Ì«—Œ ŒÅ«—”-20000-1399/08/18;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;2;500;0;0;0
“⁄›9908Å14;“⁄›—«‰9908ÅÊ‘«·„⁄„Ê· ‰ÊÌ‰(Å);77;7842;533048051;62554;68490;67000;4,446.00;7.11;67973;5,419.00;8.66;64000;68490;;;1;100;64501;67000;3911;2
›‰Ê—œ;‰Ê—œÊﬁÿ⁄« ù ›Ê·«œÌù;19;11054;1231747220;106130;111430;111430;5,300.00;4.99;106250;120.00;0.11;111430;111430;0;;119;1621305;111430;111430;150;1
”ﬂÂ0011Å02;”ﬂÂ  „«„ »Â«— ÕÊÌ·Ì 1—Ê“Â „· ;32;42800;48487306800;1121665;1132881;1132881;11,216.00;1.00;1132881;11,216.00;1.00;1132881;1132881;;;16;15700;1132881;0;0;0
‘·—œ;ﬂÊœ ‘Ì„Ì«ÌÌ «Ê—Â ·—œê«‰;34417;210345269;3.9309E+12;18699;17765;19499;800.00;4.28;18688;-11.00;-0.06;17765;19633;-5;-3737.6;178;308685;19500;19500;413928;43
÷ÅÌﬂ7028;«Œ Ì«—Œ  «ÅÌﬂÊ-16000-99/07/20;0;0;0;12000;0;12000;0;0;12000;0;0;0;0;;;1;10;8000;0;0;0
œ›«—«;œ«—Ê”«“Ìù ›«—«»Ìù;2343;2233386;2.00884E+11;92080;91800;89610;-2,470.00;-2.68;89950;-2,130.00;-2.31;89460;92000;6501;13.84;15;2884;89610;89610;1569;6
‘ﬂ»Ì—;Å —Ê‘Ì„Ì «„Ì—ﬂ»Ì—;55;72034;4810934758;68852;66787;66787;-2,065.00;-3.00;68748;-104.00;-0.15;66787;66787;1093;62.9;0;0;0;66787;3135196;166
Ê”Ì‰;»Ì„Â ”Ì‰«;784;6527103;1.86923E+11;27804;28638;28638;834.00;3.00;28638;834.00;3.00;28638;28638;1913;14.97;34;356008;28638;28638;975;2
Êﬂ«œÊ; ﬂ«œÊ;2976;5931129;1.72053E+11;28344;29194;29100;756.00;2.67;29008;664.00;2.34;28350;29194;257;112.87;20;17195;29000;29000;17813;19
Õ«—Ì«;ﬂ‘ Ì—«‰Ì ¬—Ì«;105;552555;8657431740;15212;15668;15668;456.00;3.00;15396;184.00;1.21;15668;15668;56;274.93;144;2665686;15668;15668;6209;4
 „·Ì703; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-Œ—œ«œ97;0;0;0;146500;0;146500;0;0;146500;0;0;0;0;;;0;0;0;139175;385;4
—Ì·1401;«Ã«—Â —Ì· ﬂÊÀ—14010509;0;0;0;1011840;0;1011840;0;0;1011840;0;0;0;0;;;1;375;1011840;1032077;375;1
’«ÌÅ«012;’ﬂÊﬂ „—«»ÕÂ ”«ÌÅ«012-3„«ÂÂ 16%;7;67;65260000;979375;970000;970000;-9,375.00;-0.96;974030;-5,345.00;-0.55;970000;1000000;;;1;302;970000;998000;8;1
ﬂ—«“Ì;ﬂ«—Œ«‰Ã« ù Ê·ÌœÌù‘Ì‘Âù—«“Ìù;7859;19679058;5.05619E+11;25690;26970;24670;-1,020.00;-3.97;25690;0;0;24410;26970;829;30.99;13;11229;24670;24670;16412;17
«Œ“«806;«”‰«œŒ“«‰Â-„6»ÊœÃÂ98-000519;25;42550;35653454555;836733;836733;839500;2,767.00;0.33;837919;1,186.00;0.14;836733;840000;;;1;3000;837017;842000;1077;2
Œ„Ê Ê—;„Ê Ê—”«“«‰ù —«ﬂ Ê—”«“Ìù«Ì—«‰ù;624;2467294;41351847440;15970;16760;16760;790.00;4.95;16540;570.00;3.57;16760;16760;120;137.83;364;4167506;16760;16760;4776;6
Ê’‰⁄ ;”—„«ÌÂ ê–«—Ì  Ê”⁄Â ’‰⁄  Ê Ã«— ;11315;53388794;7.44262E+11;13480;13700;14150;670.00;4.97;13940;460.00;3.41;13600;14150;2016;6.91;119;548566;14150;14150;162348;38
÷‘‰«7057;«Œ Ì«—Œ ‘Å‰«-7600-1399/07/28;0;0;0;42000;0;42000;0;0;42000;0;0;0;0;;;1;2;20000;42000;12;1
ﬂ—Ê‰«2; «„Ì‰ „«·Ì Ã„⁄Ì ’—›« «Âœ«Ì ”Êœ;22;3738;37380000;10000;10000;10000;0;0;10000;0;0;10000;10000;;;1;2262;10000;10000;142;2
÷›«—8030;«Œ Ì«—Œ ›«—”-16000-1399/08/06;0;0;0;21500;2000;21500;0;0;21500;0;0;0;0;;;1;5;5505;25000;100;1
«Ã«œ24;«Ã«—Â œÊ· Ì ¬Å—Ê—‘-‰ÊÌ‰991118;0;0;0;1010000;0;1010000;0;0;1010000;0;0;0;0;;;1;4995;1010000;0;0;0
÷ç«œ7023;«Œ Ì«—Œ ﬂç«œ-21300-1399/07/07;0;0;0;6001;0;6000;-1.00;-0.02;6001;0;0;0;0;;;0;0;0;9490;5;1
«Œ“«803;«”‰«œŒ“«‰Â-„3»ÊœÃÂ98-990521;29;8458;8421566096;993120;995000;993500;380.00;0.04;995692;2,572.00;0.26;993500;996999;;;1;571;993500;996999;268;1
€ê“;ê“ ”ﬂÂ;3;150000;3900000000;26000;26000;26000;0;0;26000;0;0;26000;26000;-827;-31.44;0;0;0;0;0;0
ÊÃ«„Ì;”—„«ÌÂ ê–«—Ì Ã«„Ì;1425;3887808;50848924782;13345;12890;12910;-435.00;-3.26;13079;-266.00;-1.99;12700;13750;531;24.63;3;2847;12820;12820;2805;5
ﬂÅ‘Ì—;Å‘„ù‘Ì‘Âù«Ì—«‰ù;273;218861;13519043970;65020;61770;61770;-3,250.00;-5.00;64090;-930.00;-1.43;61770;61770;1709;37.5;2;1000;61770;61770;656697;510
